from_field,from_event,Section Header,Field Type,to_event,to_field,to_form,TO_FIELD_TYPE,NOTES,custom,custom_1,custom_2
asq_12_peso6,asq_12_month_11_mo_0_d_12_mo_30_d,,radio,child_3_arm_4,asq_12_peso6,asq_12_month_11_mo_0_d_12_mo_30_d,radio,,,,
asq_12_overall_1,asq_12_month_11_mo_0_d_12_mo_30_d,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Overall</span></p></div>",yesno,child_3_arm_4,asq_12_overall_1,asq_12_month_11_mo_0_d_12_mo_30_d,yesno,,,,
asq_12_overall_1_explain,asq_12_month_11_mo_0_d_12_mo_30_d,,notes,child_3_arm_4,asq_12_overall_1_explain,asq_12_month_11_mo_0_d_12_mo_30_d,notes,,,,
asq_12_overall_2,asq_12_month_11_mo_0_d_12_mo_30_d,,yesno,child_3_arm_4,asq_12_overall_2,asq_12_month_11_mo_0_d_12_mo_30_d,yesno,,,,
asq_12_overall_2_explain,asq_12_month_11_mo_0_d_12_mo_30_d,,notes,child_3_arm_4,asq_12_overall_2_explain,asq_12_month_11_mo_0_d_12_mo_30_d,notes,,,,
asq_12_overall_3,asq_12_month_11_mo_0_d_12_mo_30_d,,yesno,child_3_arm_4,asq_12_overall_3,asq_12_month_11_mo_0_d_12_mo_30_d,yesno,,,,
asq_12_overall_3_explain,asq_12_month_11_mo_0_d_12_mo_30_d,,notes,child_3_arm_4,asq_12_overall_3_explain,asq_12_month_11_mo_0_d_12_mo_30_d,notes,,,,
asq_12_overall_4,asq_12_month_11_mo_0_d_12_mo_30_d,,yesno,child_3_arm_4,asq_12_overall_4,asq_12_month_11_mo_0_d_12_mo_30_d,yesno,,,,
asq_12_overall_4_explain,asq_12_month_11_mo_0_d_12_mo_30_d,,notes,child_3_arm_4,asq_12_overall_4_explain,asq_12_month_11_mo_0_d_12_mo_30_d,notes,,,,
asq_12_overall_5,asq_12_month_11_mo_0_d_12_mo_30_d,,yesno,child_3_arm_4,asq_12_overall_5,asq_12_month_11_mo_0_d_12_mo_30_d,yesno,,,,
asq_12_overall_5_explain,asq_12_month_11_mo_0_d_12_mo_30_d,,notes,child_3_arm_4,asq_12_overall_5_explain,asq_12_month_11_mo_0_d_12_mo_30_d,notes,,,,
asq_12_overall_6,asq_12_month_11_mo_0_d_12_mo_30_d,,yesno,child_3_arm_4,asq_12_overall_6,asq_12_month_11_mo_0_d_12_mo_30_d,yesno,,,,
asq_12_overall_6_explain,asq_12_month_11_mo_0_d_12_mo_30_d,,notes,child_3_arm_4,asq_12_overall_6_explain,asq_12_month_11_mo_0_d_12_mo_30_d,notes,,,,
asq_12_overall_7,asq_12_month_11_mo_0_d_12_mo_30_d,,yesno,child_3_arm_4,asq_12_overall_7,asq_12_month_11_mo_0_d_12_mo_30_d,yesno,,,,
asq_12_overall_7_explain,asq_12_month_11_mo_0_d_12_mo_30_d,,notes,child_3_arm_4,asq_12_overall_7_explain,asq_12_month_11_mo_0_d_12_mo_30_d,notes,,,,
asq_12_overall_8,asq_12_month_11_mo_0_d_12_mo_30_d,,yesno,child_3_arm_4,asq_12_overall_8,asq_12_month_11_mo_0_d_12_mo_30_d,yesno,,,,
asq_12_overall_8_explain,asq_12_month_11_mo_0_d_12_mo_30_d,,notes,child_3_arm_4,asq_12_overall_8_explain,asq_12_month_11_mo_0_d_12_mo_30_d,notes,,,,
asq_12_overall_9,asq_12_month_11_mo_0_d_12_mo_30_d,,yesno,child_3_arm_4,asq_12_overall_9,asq_12_month_11_mo_0_d_12_mo_30_d,yesno,,,,
asq_12_overall_9_explain,asq_12_month_11_mo_0_d_12_mo_30_d,,notes,child_3_arm_4,asq_12_overall_9_explain,asq_12_month_11_mo_0_d_12_mo_30_d,notes,,,,
asq_14_child,asq_14_month_13_mo_0_d_14_mo_30_d,,radio,child_3_arm_4,asq_14_child,asq_14_month_13_mo_0_d_14_mo_30_d,radio,,,,
asq_14_comm1,asq_14_month_13_mo_0_d_14_mo_30_d,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Communication</span></p></div>",radio,child_3_arm_4,asq_14_comm1,asq_14_month_13_mo_0_d_14_mo_30_d,radio,,,,
asq_14_comm2,asq_14_month_13_mo_0_d_14_mo_30_d,,radio,child_3_arm_4,asq_14_comm2,asq_14_month_13_mo_0_d_14_mo_30_d,radio,,,,
asq_14_comm3,asq_14_month_13_mo_0_d_14_mo_30_d,,radio,child_3_arm_4,asq_14_comm3,asq_14_month_13_mo_0_d_14_mo_30_d,radio,,,,
asq_14_comm4,asq_14_month_13_mo_0_d_14_mo_30_d,,radio,child_3_arm_4,asq_14_comm4,asq_14_month_13_mo_0_d_14_mo_30_d,radio,,,,
asq_14_comm5,asq_14_month_13_mo_0_d_14_mo_30_d,,radio,child_3_arm_4,asq_14_comm5,asq_14_month_13_mo_0_d_14_mo_30_d,radio,,,,
asq_14_comm6,asq_14_month_13_mo_0_d_14_mo_30_d,,radio,child_3_arm_4,asq_14_comm6,asq_14_month_13_mo_0_d_14_mo_30_d,radio,,,,
asq_14_gm_png,asq_14_month_13_mo_0_d_14_mo_30_d,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Gross Motor</span></p></div>",descriptive,child_3_arm_4,asq_14_gm_png,asq_14_month_13_mo_0_d_14_mo_30_d,descriptive,,,,
asq_14_gm1,asq_14_month_13_mo_0_d_14_mo_30_d,,radio,child_3_arm_4,asq_14_gm1,asq_14_month_13_mo_0_d_14_mo_30_d,radio,,,,
asq_14_gm2,asq_14_month_13_mo_0_d_14_mo_30_d,,radio,child_3_arm_4,asq_14_gm2,asq_14_month_13_mo_0_d_14_mo_30_d,radio,,,,
asq_14_gm3,asq_14_month_13_mo_0_d_14_mo_30_d,,radio,child_3_arm_4,asq_14_gm3,asq_14_month_13_mo_0_d_14_mo_30_d,radio,,,,
asq_14_gm4,asq_14_month_13_mo_0_d_14_mo_30_d,,radio,child_3_arm_4,asq_14_gm4,asq_14_month_13_mo_0_d_14_mo_30_d,radio,,,,
asq_14_gm5,asq_14_month_13_mo_0_d_14_mo_30_d,,radio,child_3_arm_4,asq_14_gm5,asq_14_month_13_mo_0_d_14_mo_30_d,radio,,,,
asq_14_gm6,asq_14_month_13_mo_0_d_14_mo_30_d,,radio,child_3_arm_4,asq_14_gm6,asq_14_month_13_mo_0_d_14_mo_30_d,radio,,,,
asq_14_fm_png,asq_14_month_13_mo_0_d_14_mo_30_d,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Fine Motor</span></p></div>",descriptive,child_3_arm_4,asq_14_fm_png,asq_14_month_13_mo_0_d_14_mo_30_d,descriptive,,,,
asq_14_fm1,asq_14_month_13_mo_0_d_14_mo_30_d,,radio,child_3_arm_4,asq_14_fm1,asq_14_month_13_mo_0_d_14_mo_30_d,radio,,,,
asq_14_fm2,asq_14_month_13_mo_0_d_14_mo_30_d,,radio,child_3_arm_4,asq_14_fm2,asq_14_month_13_mo_0_d_14_mo_30_d,radio,,,,
asq_14_fm3,asq_14_month_13_mo_0_d_14_mo_30_d,,radio,child_3_arm_4,asq_14_fm3,asq_14_month_13_mo_0_d_14_mo_30_d,radio,,,,
asq_14_fm4,asq_14_month_13_mo_0_d_14_mo_30_d,,radio,child_3_arm_4,asq_14_fm4,asq_14_month_13_mo_0_d_14_mo_30_d,radio,,,,
asq_14_fm5,asq_14_month_13_mo_0_d_14_mo_30_d,,radio,child_3_arm_4,asq_14_fm5,asq_14_month_13_mo_0_d_14_mo_30_d,radio,,,,
asq_14_fm6,asq_14_month_13_mo_0_d_14_mo_30_d,,radio,child_3_arm_4,asq_14_fm6,asq_14_month_13_mo_0_d_14_mo_30_d,radio,,,,
asq_14_prso_png,asq_14_month_13_mo_0_d_14_mo_30_d,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Problem Solving</span></p></div>",descriptive,child_3_arm_4,asq_14_prso_png,asq_14_month_13_mo_0_d_14_mo_30_d,descriptive,,,,
asq_14_prso1,asq_14_month_13_mo_0_d_14_mo_30_d,,radio,child_3_arm_4,asq_14_prso1,asq_14_month_13_mo_0_d_14_mo_30_d,radio,,,,
asq_14_prso2,asq_14_month_13_mo_0_d_14_mo_30_d,,radio,child_3_arm_4,asq_14_prso2,asq_14_month_13_mo_0_d_14_mo_30_d,radio,,,,
asq_14_prso3,asq_14_month_13_mo_0_d_14_mo_30_d,,radio,child_3_arm_4,asq_14_prso3,asq_14_month_13_mo_0_d_14_mo_30_d,radio,,,,
asq_14_prso4,asq_14_month_13_mo_0_d_14_mo_30_d,,radio,child_3_arm_4,asq_14_prso4,asq_14_month_13_mo_0_d_14_mo_30_d,radio,,,,
asq_14_prso5,asq_14_month_13_mo_0_d_14_mo_30_d,,radio,child_3_arm_4,asq_14_prso5,asq_14_month_13_mo_0_d_14_mo_30_d,radio,,,,
asq_14_prso6,asq_14_month_13_mo_0_d_14_mo_30_d,,radio,child_3_arm_4,asq_14_prso6,asq_14_month_13_mo_0_d_14_mo_30_d,radio,,,,
asq_14_peso1,asq_14_month_13_mo_0_d_14_mo_30_d,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Personal-Social</span></p></div>",radio,child_3_arm_4,asq_14_peso1,asq_14_month_13_mo_0_d_14_mo_30_d,radio,,,,
asq_14_peso2,asq_14_month_13_mo_0_d_14_mo_30_d,,radio,child_3_arm_4,asq_14_peso2,asq_14_month_13_mo_0_d_14_mo_30_d,radio,,,,
asq_14_peso3,asq_14_month_13_mo_0_d_14_mo_30_d,,radio,child_3_arm_4,asq_14_peso3,asq_14_month_13_mo_0_d_14_mo_30_d,radio,,,,
asq_14_peso4,asq_14_month_13_mo_0_d_14_mo_30_d,,radio,child_3_arm_4,asq_14_peso4,asq_14_month_13_mo_0_d_14_mo_30_d,radio,,,,
asq_14_peso5,asq_14_month_13_mo_0_d_14_mo_30_d,,radio,child_3_arm_4,asq_14_peso5,asq_14_month_13_mo_0_d_14_mo_30_d,radio,,,,
asq_14_peso6,asq_14_month_13_mo_0_d_14_mo_30_d,,radio,child_3_arm_4,asq_14_peso6,asq_14_month_13_mo_0_d_14_mo_30_d,radio,,,,
asq_14_overall_1,asq_14_month_13_mo_0_d_14_mo_30_d,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Overall</span></p></div>",yesno,child_3_arm_4,asq_14_overall_1,asq_14_month_13_mo_0_d_14_mo_30_d,yesno,,,,
asq_14_overall_1_explain,asq_14_month_13_mo_0_d_14_mo_30_d,,notes,child_3_arm_4,asq_14_overall_1_explain,asq_14_month_13_mo_0_d_14_mo_30_d,notes,,,,
asq_14_overall_2,asq_14_month_13_mo_0_d_14_mo_30_d,,yesno,child_3_arm_4,asq_14_overall_2,asq_14_month_13_mo_0_d_14_mo_30_d,yesno,,,,
asq_14_overall_2_explain,asq_14_month_13_mo_0_d_14_mo_30_d,,notes,child_3_arm_4,asq_14_overall_2_explain,asq_14_month_13_mo_0_d_14_mo_30_d,notes,,,,
asq_14_overall_3,asq_14_month_13_mo_0_d_14_mo_30_d,,yesno,child_3_arm_4,asq_14_overall_3,asq_14_month_13_mo_0_d_14_mo_30_d,yesno,,,,
asq_14_overall_3_explain,asq_14_month_13_mo_0_d_14_mo_30_d,,notes,child_3_arm_4,asq_14_overall_3_explain,asq_14_month_13_mo_0_d_14_mo_30_d,notes,,,,
asq_14_overall_4,asq_14_month_13_mo_0_d_14_mo_30_d,,yesno,child_3_arm_4,asq_14_overall_4,asq_14_month_13_mo_0_d_14_mo_30_d,yesno,,,,
asq_14_overall_4_explain,asq_14_month_13_mo_0_d_14_mo_30_d,,notes,child_3_arm_4,asq_14_overall_4_explain,asq_14_month_13_mo_0_d_14_mo_30_d,notes,,,,
asq_14_overall_5,asq_14_month_13_mo_0_d_14_mo_30_d,,yesno,child_3_arm_4,asq_14_overall_5,asq_14_month_13_mo_0_d_14_mo_30_d,yesno,,,,
asq_14_overall_5_explain,asq_14_month_13_mo_0_d_14_mo_30_d,,notes,child_3_arm_4,asq_14_overall_5_explain,asq_14_month_13_mo_0_d_14_mo_30_d,notes,,,,
asq_14_overall_6,asq_14_month_13_mo_0_d_14_mo_30_d,,yesno,child_3_arm_4,asq_14_overall_6,asq_14_month_13_mo_0_d_14_mo_30_d,yesno,,,,
asq_14_overall_6_explain,asq_14_month_13_mo_0_d_14_mo_30_d,,notes,child_3_arm_4,asq_14_overall_6_explain,asq_14_month_13_mo_0_d_14_mo_30_d,notes,,,,
asq_14_overall_7,asq_14_month_13_mo_0_d_14_mo_30_d,,yesno,child_3_arm_4,asq_14_overall_7,asq_14_month_13_mo_0_d_14_mo_30_d,yesno,,,,
asq_14_overall_7_explain,asq_14_month_13_mo_0_d_14_mo_30_d,,notes,child_3_arm_4,asq_14_overall_7_explain,asq_14_month_13_mo_0_d_14_mo_30_d,notes,,,,
asq_14_overall_8,asq_14_month_13_mo_0_d_14_mo_30_d,,yesno,child_3_arm_4,asq_14_overall_8,asq_14_month_13_mo_0_d_14_mo_30_d,yesno,,,,
asq_14_overall_8_explain,asq_14_month_13_mo_0_d_14_mo_30_d,,notes,child_3_arm_4,asq_14_overall_8_explain,asq_14_month_13_mo_0_d_14_mo_30_d,notes,,,,
asq_14_overall_9,asq_14_month_13_mo_0_d_14_mo_30_d,,yesno,child_3_arm_4,asq_14_overall_9,asq_14_month_13_mo_0_d_14_mo_30_d,yesno,,,,
asq_14_overall_9_explain,asq_14_month_13_mo_0_d_14_mo_30_d,,notes,child_3_arm_4,asq_14_overall_9_explain,asq_14_month_13_mo_0_d_14_mo_30_d,notes,,,,
asq_16_child,asq_16_month_15_mo_0_d_16_mo_30_d,,radio,child_3_arm_4,asq_16_child,asq_16_month_15_mo_0_d_16_mo_30_d,radio,,,,
asq_16_comm1,asq_16_month_15_mo_0_d_16_mo_30_d,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Communication</span></p></div>",radio,child_3_arm_4,asq_16_comm1,asq_16_month_15_mo_0_d_16_mo_30_d,radio,,,,
asq_16_comm2,asq_16_month_15_mo_0_d_16_mo_30_d,,radio,child_3_arm_4,asq_16_comm2,asq_16_month_15_mo_0_d_16_mo_30_d,radio,,,,
asq_16_comm3,asq_16_month_15_mo_0_d_16_mo_30_d,,radio,child_3_arm_4,asq_16_comm3,asq_16_month_15_mo_0_d_16_mo_30_d,radio,,,,
asq_16_comm4,asq_16_month_15_mo_0_d_16_mo_30_d,,radio,child_3_arm_4,asq_16_comm4,asq_16_month_15_mo_0_d_16_mo_30_d,radio,,,,
asq_16_comm5,asq_16_month_15_mo_0_d_16_mo_30_d,,radio,child_3_arm_4,asq_16_comm5,asq_16_month_15_mo_0_d_16_mo_30_d,radio,,,,
asq_16_comm6,asq_16_month_15_mo_0_d_16_mo_30_d,,radio,child_3_arm_4,asq_16_comm6,asq_16_month_15_mo_0_d_16_mo_30_d,radio,,,,
asq_16_gm1,asq_16_month_15_mo_0_d_16_mo_30_d,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Gross Motor</span></p></div>",radio,child_3_arm_4,asq_16_gm1,asq_16_month_15_mo_0_d_16_mo_30_d,radio,,,,
asq_16_gm2,asq_16_month_15_mo_0_d_16_mo_30_d,,radio,child_3_arm_4,asq_16_gm2,asq_16_month_15_mo_0_d_16_mo_30_d,radio,,,,
asq_16_gm3,asq_16_month_15_mo_0_d_16_mo_30_d,,radio,child_3_arm_4,asq_16_gm3,asq_16_month_15_mo_0_d_16_mo_30_d,radio,,,,
asq_16_gm4,asq_16_month_15_mo_0_d_16_mo_30_d,,radio,child_3_arm_4,asq_16_gm4,asq_16_month_15_mo_0_d_16_mo_30_d,radio,,,,
asq_16_gm5,asq_16_month_15_mo_0_d_16_mo_30_d,,radio,child_3_arm_4,asq_16_gm5,asq_16_month_15_mo_0_d_16_mo_30_d,radio,,,,
asq_16_gm6,asq_16_month_15_mo_0_d_16_mo_30_d,,radio,child_3_arm_4,asq_16_gm6,asq_16_month_15_mo_0_d_16_mo_30_d,radio,,,,
asq_16_fm_png,asq_16_month_15_mo_0_d_16_mo_30_d,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Fine Motor</span></p></div>",descriptive,child_3_arm_4,asq_16_fm_png,asq_16_month_15_mo_0_d_16_mo_30_d,descriptive,,,,
asq_16_fm1,asq_16_month_15_mo_0_d_16_mo_30_d,,radio,child_3_arm_4,asq_16_fm1,asq_16_month_15_mo_0_d_16_mo_30_d,radio,,,,
asq_16_fm2,asq_16_month_15_mo_0_d_16_mo_30_d,,radio,child_3_arm_4,asq_16_fm2,asq_16_month_15_mo_0_d_16_mo_30_d,radio,,,,
asq_16_fm3,asq_16_month_15_mo_0_d_16_mo_30_d,,radio,child_3_arm_4,asq_16_fm3,asq_16_month_15_mo_0_d_16_mo_30_d,radio,,,,
asq_16_fm4,asq_16_month_15_mo_0_d_16_mo_30_d,,radio,child_3_arm_4,asq_16_fm4,asq_16_month_15_mo_0_d_16_mo_30_d,radio,,,,
asq_16_fm5,asq_16_month_15_mo_0_d_16_mo_30_d,,radio,child_3_arm_4,asq_16_fm5,asq_16_month_15_mo_0_d_16_mo_30_d,radio,,,,
asq_16_fm6,asq_16_month_15_mo_0_d_16_mo_30_d,,radio,child_3_arm_4,asq_16_fm6,asq_16_month_15_mo_0_d_16_mo_30_d,radio,,,,
asq_16_prso_png,asq_16_month_15_mo_0_d_16_mo_30_d,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Problem Solving</span></p></div>",descriptive,child_3_arm_4,asq_16_prso_png,asq_16_month_15_mo_0_d_16_mo_30_d,descriptive,,,,
asq_16_prso1,asq_16_month_15_mo_0_d_16_mo_30_d,,radio,child_3_arm_4,asq_16_prso1,asq_16_month_15_mo_0_d_16_mo_30_d,radio,,,,
asq_16_prso2,asq_16_month_15_mo_0_d_16_mo_30_d,,radio,child_3_arm_4,asq_16_prso2,asq_16_month_15_mo_0_d_16_mo_30_d,radio,,,,
asq_16_prso3,asq_16_month_15_mo_0_d_16_mo_30_d,,radio,child_3_arm_4,asq_16_prso3,asq_16_month_15_mo_0_d_16_mo_30_d,radio,,,,
asq_16_prso4,asq_16_month_15_mo_0_d_16_mo_30_d,,radio,child_3_arm_4,asq_16_prso4,asq_16_month_15_mo_0_d_16_mo_30_d,radio,,,,
asq_16_prso5,asq_16_month_15_mo_0_d_16_mo_30_d,,radio,child_3_arm_4,asq_16_prso5,asq_16_month_15_mo_0_d_16_mo_30_d,radio,,,,
asq_16_prso6,asq_16_month_15_mo_0_d_16_mo_30_d,,radio,child_3_arm_4,asq_16_prso6,asq_16_month_15_mo_0_d_16_mo_30_d,radio,,,,
asq_16_peso1,asq_16_month_15_mo_0_d_16_mo_30_d,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Personal-Social</span></p></div>",radio,child_3_arm_4,asq_16_peso1,asq_16_month_15_mo_0_d_16_mo_30_d,radio,,,,
asq_16_peso2,asq_16_month_15_mo_0_d_16_mo_30_d,,radio,child_3_arm_4,asq_16_peso2,asq_16_month_15_mo_0_d_16_mo_30_d,radio,,,,
asq_16_peso3,asq_16_month_15_mo_0_d_16_mo_30_d,,radio,child_3_arm_4,asq_16_peso3,asq_16_month_15_mo_0_d_16_mo_30_d,radio,,,,
asq_16_peso4,asq_16_month_15_mo_0_d_16_mo_30_d,,radio,child_3_arm_4,asq_16_peso4,asq_16_month_15_mo_0_d_16_mo_30_d,radio,,,,
asq_16_peso5,asq_16_month_15_mo_0_d_16_mo_30_d,,radio,child_3_arm_4,asq_16_peso5,asq_16_month_15_mo_0_d_16_mo_30_d,radio,,,,
asq_16_peso6,asq_16_month_15_mo_0_d_16_mo_30_d,,radio,child_3_arm_4,asq_16_peso6,asq_16_month_15_mo_0_d_16_mo_30_d,radio,,,,
asq_16_overall_1,asq_16_month_15_mo_0_d_16_mo_30_d,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Overall</span></p></div>",yesno,child_3_arm_4,asq_16_overall_1,asq_16_month_15_mo_0_d_16_mo_30_d,yesno,,,,
asq_16_overall_1_explain,asq_16_month_15_mo_0_d_16_mo_30_d,,notes,child_3_arm_4,asq_16_overall_1_explain,asq_16_month_15_mo_0_d_16_mo_30_d,notes,,,,
asq_16_overall_2,asq_16_month_15_mo_0_d_16_mo_30_d,,yesno,child_3_arm_4,asq_16_overall_2,asq_16_month_15_mo_0_d_16_mo_30_d,yesno,,,,
asq_16_overall_2_explain,asq_16_month_15_mo_0_d_16_mo_30_d,,notes,child_3_arm_4,asq_16_overall_2_explain,asq_16_month_15_mo_0_d_16_mo_30_d,notes,,,,
asq_16_overall_3,asq_16_month_15_mo_0_d_16_mo_30_d,,yesno,child_3_arm_4,asq_16_overall_3,asq_16_month_15_mo_0_d_16_mo_30_d,yesno,,,,
asq_16_overall_3_explain,asq_16_month_15_mo_0_d_16_mo_30_d,,notes,child_3_arm_4,asq_16_overall_3_explain,asq_16_month_15_mo_0_d_16_mo_30_d,notes,,,,
asq_16_overall_4,asq_16_month_15_mo_0_d_16_mo_30_d,,yesno,child_3_arm_4,asq_16_overall_4,asq_16_month_15_mo_0_d_16_mo_30_d,yesno,,,,
asq_16_overall_4_explain,asq_16_month_15_mo_0_d_16_mo_30_d,,notes,child_3_arm_4,asq_16_overall_4_explain,asq_16_month_15_mo_0_d_16_mo_30_d,notes,,,,
asq_16_overall_5,asq_16_month_15_mo_0_d_16_mo_30_d,,yesno,child_3_arm_4,asq_16_overall_5,asq_16_month_15_mo_0_d_16_mo_30_d,yesno,,,,
asq_16_overall_5_explain,asq_16_month_15_mo_0_d_16_mo_30_d,,notes,child_3_arm_4,asq_16_overall_5_explain,asq_16_month_15_mo_0_d_16_mo_30_d,notes,,,,
asq_16_overall_6,asq_16_month_15_mo_0_d_16_mo_30_d,,yesno,child_3_arm_4,asq_16_overall_6,asq_16_month_15_mo_0_d_16_mo_30_d,yesno,,,,
asq_16_overall_6_explain,asq_16_month_15_mo_0_d_16_mo_30_d,,notes,child_3_arm_4,asq_16_overall_6_explain,asq_16_month_15_mo_0_d_16_mo_30_d,notes,,,,
asq_16_overall_7,asq_16_month_15_mo_0_d_16_mo_30_d,,yesno,child_3_arm_4,asq_16_overall_7,asq_16_month_15_mo_0_d_16_mo_30_d,yesno,,,,
asq_16_overall_7_explain,asq_16_month_15_mo_0_d_16_mo_30_d,,notes,child_3_arm_4,asq_16_overall_7_explain,asq_16_month_15_mo_0_d_16_mo_30_d,notes,,,,
asq_16_overall_8,asq_16_month_15_mo_0_d_16_mo_30_d,,yesno,child_3_arm_4,asq_16_overall_8,asq_16_month_15_mo_0_d_16_mo_30_d,yesno,,,,
asq_16_overall_8_explain,asq_16_month_15_mo_0_d_16_mo_30_d,,notes,child_3_arm_4,asq_16_overall_8_explain,asq_16_month_15_mo_0_d_16_mo_30_d,notes,,,,
asq_16_overall_9,asq_16_month_15_mo_0_d_16_mo_30_d,,yesno,child_3_arm_4,asq_16_overall_9,asq_16_month_15_mo_0_d_16_mo_30_d,yesno,,,,
asq_16_overall_9_explain,asq_16_month_15_mo_0_d_16_mo_30_d,,notes,child_3_arm_4,asq_16_overall_9_explain,asq_16_month_15_mo_0_d_16_mo_30_d,notes,,,,
asq_18_child,asq_18_month_17_mo_0_d_18_mo_30_d,,radio,child_3_arm_4,asq_18_child,asq_18_month_17_mo_0_d_18_mo_30_d,radio,,,,
asq_18_comm1,asq_18_month_17_mo_0_d_18_mo_30_d,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Communication</span></p></div>",radio,child_3_arm_4,asq_18_comm1,asq_18_month_17_mo_0_d_18_mo_30_d,radio,,,,
asq_18_comm2,asq_18_month_17_mo_0_d_18_mo_30_d,,radio,child_3_arm_4,asq_18_comm2,asq_18_month_17_mo_0_d_18_mo_30_d,radio,,,,
asq_18_comm3,asq_18_month_17_mo_0_d_18_mo_30_d,,radio,child_3_arm_4,asq_18_comm3,asq_18_month_17_mo_0_d_18_mo_30_d,radio,,,,
asq_18_comm4,asq_18_month_17_mo_0_d_18_mo_30_d,,radio,child_3_arm_4,asq_18_comm4,asq_18_month_17_mo_0_d_18_mo_30_d,radio,,,,
asq_18_comm5,asq_18_month_17_mo_0_d_18_mo_30_d,,radio,child_3_arm_4,asq_18_comm5,asq_18_month_17_mo_0_d_18_mo_30_d,radio,,,,
asq_18_comm6,asq_18_month_17_mo_0_d_18_mo_30_d,,radio,child_3_arm_4,asq_18_comm6,asq_18_month_17_mo_0_d_18_mo_30_d,radio,,,,
asq_18_comm6_example,asq_18_month_17_mo_0_d_18_mo_30_d,,notes,child_3_arm_4,asq_18_comm6_example,asq_18_month_17_mo_0_d_18_mo_30_d,notes,,,,
asq_18_gm_png,asq_18_month_17_mo_0_d_18_mo_30_d,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Gross Motor</span></p></div>",descriptive,child_3_arm_4,asq_18_gm_png,asq_18_month_17_mo_0_d_18_mo_30_d,descriptive,,,,
asq_18_gm1,asq_18_month_17_mo_0_d_18_mo_30_d,,radio,child_3_arm_4,asq_18_gm1,asq_18_month_17_mo_0_d_18_mo_30_d,radio,,,,
asq_18_gm2,asq_18_month_17_mo_0_d_18_mo_30_d,,radio,child_3_arm_4,asq_18_gm2,asq_18_month_17_mo_0_d_18_mo_30_d,radio,,,,
asq_18_gm3,asq_18_month_17_mo_0_d_18_mo_30_d,,radio,child_3_arm_4,asq_18_gm3,asq_18_month_17_mo_0_d_18_mo_30_d,radio,,,,
asq_18_gm4,asq_18_month_17_mo_0_d_18_mo_30_d,,radio,child_3_arm_4,asq_18_gm4,asq_18_month_17_mo_0_d_18_mo_30_d,radio,,,,
asq_18_gm5,asq_18_month_17_mo_0_d_18_mo_30_d,,radio,child_3_arm_4,asq_18_gm5,asq_18_month_17_mo_0_d_18_mo_30_d,radio,,,,
asq_18_gm6,asq_18_month_17_mo_0_d_18_mo_30_d,,radio,child_3_arm_4,asq_18_gm6,asq_18_month_17_mo_0_d_18_mo_30_d,radio,,,,
asq_18_fm_png,asq_18_month_17_mo_0_d_18_mo_30_d,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Fine Motor</span></p></div>",descriptive,child_3_arm_4,asq_18_fm_png,asq_18_month_17_mo_0_d_18_mo_30_d,descriptive,,,,
asq_18_fm1,asq_18_month_17_mo_0_d_18_mo_30_d,,radio,child_3_arm_4,asq_18_fm1,asq_18_month_17_mo_0_d_18_mo_30_d,radio,,,,
asq_18_fm2,asq_18_month_17_mo_0_d_18_mo_30_d,,radio,child_3_arm_4,asq_18_fm2,asq_18_month_17_mo_0_d_18_mo_30_d,radio,,,,
asq_18_fm3,asq_18_month_17_mo_0_d_18_mo_30_d,,radio,child_3_arm_4,asq_18_fm3,asq_18_month_17_mo_0_d_18_mo_30_d,radio,,,,
asq_18_fm4,asq_18_month_17_mo_0_d_18_mo_30_d,,radio,child_3_arm_4,asq_18_fm4,asq_18_month_17_mo_0_d_18_mo_30_d,radio,,,,
asq_18_fm5,asq_18_month_17_mo_0_d_18_mo_30_d,,radio,child_3_arm_4,asq_18_fm5,asq_18_month_17_mo_0_d_18_mo_30_d,radio,,,,
asq_18_fm6,asq_18_month_17_mo_0_d_18_mo_30_d,,radio,child_3_arm_4,asq_18_fm6,asq_18_month_17_mo_0_d_18_mo_30_d,radio,,,,
asq_18_prso_png,asq_18_month_17_mo_0_d_18_mo_30_d,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Problem Solving</span></p></div>",descriptive,child_3_arm_4,asq_18_prso_png,asq_18_month_17_mo_0_d_18_mo_30_d,descriptive,,,,
